Date,UNH,GS,MSFT,HD,MCD,V,AMGN,CAT,CRM,BA,HON,TRV,AAPL,JNJ,CVX,AXP,PG,WMT,JPM,IBM,NKE,MRK,MMM,DIS,KO,DOW,CSCO,VZ,WBA,INTC,Chosen,Chosen Return,Portfolio Returns
1998-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['UNH', 'GS', 'MSFT', 'HD', 'MCD', 'V', 'AMGN', 'CAT', 'CRM', 'BA', 'HON']",,
1999-12-31,0.2343387470997682,-0.14,0.6834733893557423,0.6897676314716674,0.054709800190295,0.1368421052631581,1.297427652733119,0.0470984020185027,0.208540218470705,0.2872954764196342,0.3178036605657237,0.0,1.5161290322580645,0.1248297775760327,0.0739156994502137,0.634261444077395,0.2156779661016949,0.7051428571428571,0.1169694284448383,0.1758868243243243,0.2268041237113403,-0.0750613819712381,0.4112021857923496,-0.014486391571554,-0.1219366407650927,0.515527950310559,1.3083333333333331,0.1704851752021563,0.0040183696900113,0.3906619385342789,"['GS', 'KO', 'MRK', 'DIS', 'TRV', 'WBA', 'CAT', 'MCD', 'CVX', 'JPM', 'JNJ']",0.34702700759893773,134.70270075989376
2000-12-31,1.3101503759398492,-0.0450112528132032,-0.6283971159179146,-0.3331724969843185,-0.1511050969778981,1.0370370370370372,0.0646139491485888,0.0409638554216869,0.2259654889071487,0.6119626168224299,-0.16635101010101,0.6569543705332599,-0.717948717948718,0.1424535916061338,0.0051194539249148,-0.0025989026855328,-0.2708260718020215,-0.2278820375335121,-0.1007536691788972,-0.2084754893158555,0.1323529411764705,0.4178991277967387,0.2623426911907065,-0.0035634743875277,0.0599046970728387,-0.1468579234972677,-0.2857539572341017,-0.1623488773747841,0.4351057747284164,-0.2685932851678708,"['AAPL', 'MSFT', 'HD', 'CSCO', 'PG', 'INTC', 'WMT', 'IBM', 'HON', 'VZ', 'MCD']",0.1325424888842239,152.55653197803693
2001-12-31,0.1537835638730675,0.4273369992144542,0.526865671641791,0.1219247467438495,-0.2151965993623804,-0.2340909090909091,-0.1172217353198948,0.1365740740740739,-0.1675603217158177,-0.4042207792207791,-0.2703521393411586,-0.1692103516921035,0.5,0.1402331331684918,0.0928126768534236,-0.3448176027793862,0.0310707456978966,0.0894097222222223,-0.1733568592853993,0.4301270417422869,0.0129870129870131,-0.3597218507622358,0.0019171779141105,-0.276262852033974,-0.2087347463070006,-0.0408326661329062,-0.526438569206843,-0.0247422680412372,-0.1916334661354582,0.0488088320743753,"['CSCO', 'BA', 'MRK', 'AXP', 'DIS', 'HON', 'V', 'MCD', 'KO', 'WBA', 'JPM']",0.06467974401552751,162.423849414273
2002-12-31,0.1798307475317349,0.1452944413869012,-0.2194525904203323,-0.5262818445662689,-0.3838862559241706,0.1543026706231454,-0.1434599156118143,-0.0977596741344196,-0.0265700483091787,-0.1339042428960685,-0.2729631551634665,-0.2000798722044727,-0.3333333333333333,-0.0786864931846345,-0.2309684101501812,0.0013256738842244,0.114974501622624,-0.1179282868525897,-0.3078975453575239,-0.3545368020304569,-0.2051282051282051,-0.0121136173767754,0.0642939150401837,-0.2032118591723286,-0.0551948051948051,-0.0818030050083472,-0.2766830870279145,-0.1522198731501057,-0.1296205027106949,-0.5030470914127423,"['HD', 'INTC', 'MCD', 'IBM', 'AAPL', 'JPM', 'CSCO', 'HON', 'CVX', 'MSFT', 'NKE']",-0.14725879330148892,138.50550934614444
2003-12-31,0.3945008965929466,0.2018260451705911,0.0682529743268627,0.4908100748808712,0.5681318681318681,0.012853470437018,0.2781802376122864,0.8623024830699775,0.5533498759305211,0.3042696629213484,0.4332619557458956,0.2021967049425859,0.4545454545454546,-0.0208473436449225,0.3542087542087542,0.376875551632833,0.1846153846153846,0.057813911472448,0.6060138781804161,0.2049643647087737,0.5483870967741935,-0.1120507399577166,0.4063286587558432,0.4441860465116278,0.1812714776632302,0.458181818181818,0.8490351872871735,-0.0565253532834579,0.253114382785957,1.0657748049052396,"['MRK', 'VZ', 'JNJ', 'V', 'WMT', 'MSFT', 'KO', 'PG', 'GS', 'TRV', 'IBM']",0.5130351285177731,209.56370113396326
2004-12-31,0.5135019288469784,0.2151139544182325,0.0908558030480657,0.2146118721461187,0.3153468815697267,0.233502538071066,0.038086601677624,0.1971717171717171,0.1075612353567625,0.2487939352170918,0.0826693227091632,-0.0365448504983387,2.03125,0.251717032967033,0.2550969666832421,0.1759615384615385,0.123903123903124,0.005123825789923,0.099375900144023,0.0717927799306545,0.3318452380952381,-0.2776190476190476,-0.0176425466632573,0.2018250134192163,-0.1614545454545455,0.2291147132169577,-0.2025782688766113,0.2026431718061674,0.060099412562133,-0.2655153804641122,"['MRK', 'INTC', 'CSCO', 'KO', 'TRV', 'MMM', 'WMT', 'AMGN', 'WBA', 'IBM', 'HON']",0.0653667078511213,223.26219036218674
2005-12-31,0.412347776833758,0.0240210595590655,-0.0091348737238042,-0.0436090225563909,0.0729888119339372,0.8302469135802466,0.2293077091067918,0.2068849139385757,0.0999999999999998,0.379139072847682,0.0754369825206993,0.2318965517241378,1.2371134020618555,-0.0337448559670783,0.115689381933439,0.0526028890705914,0.071830106183635,-0.1028037383177569,0.0572052401746725,-0.158325404376784,-0.0368715083798882,0.040870138431114,-0.0348776678813118,-0.1286288521661455,-0.0060711188204681,-0.0882576718234845,-0.1139337952270977,-0.221978021978022,0.159846547314578,0.0808229243203528,"['VZ', 'IBM', 'DIS', 'CSCO', 'WMT', 'DOW', 'HD', 'NKE', 'MMM', 'JNJ', 'MSFT']",0.036560829890386844,231.4248413249738
2006-12-31,-0.1349508722678964,0.2072622107969151,0.1583514099783078,0.0102201257861633,0.3470705064548163,-0.2046093310848791,-0.1337715402380529,0.0785794183445189,0.1368006993006993,0.2839135654261706,0.2412318220701454,0.2295311406578026,0.1797235023041474,0.1243611584327086,0.3366477272727273,0.1910926980838945,0.1337412587412585,0.0009469696969697,0.2565055762081785,0.197829527470043,0.1496519721577727,0.4262191260291323,0.0296655879180152,0.4428498206048179,0.2303664921465966,-0.0542420027816412,0.5968722849695915,0.3465160075329567,0.0433664094083057,-0.1719918422841605,"['V', 'INTC', 'UNH', 'AMGN', 'DOW', 'WMT', 'HD', 'MMM', 'WBA', 'CAT', 'JNJ']",0.18209298743324595,273.5656820481032
2007-12-31,0.0839128419100601,-0.1884482299707214,0.2083333333333332,-0.3116731517509726,0.3638039071138961,0.6473498233215547,-0.3201394585726005,0.2048224008296604,0.2445213379469433,-0.0010908524232509,0.3862853204686423,0.0236198064883323,1.3359375,0.0361111111111112,0.3055260361317746,-0.1339130434782608,0.166538164996145,0.0491958372753074,-0.0687047994740303,0.1283503208758023,0.3128153380423815,0.3738898756660747,0.1073860660031431,-0.0348134991119004,0.3049645390070921,0.0255882352941174,-0.0097932535364526,0.2223776223776223,-0.1634378302219091,0.3423645320197046,"['HON', 'VZ', 'GS', 'AAPL', 'TRV', 'MRK', 'CSCO', 'DOW', 'WBA', 'JPM']",0.06377094611083424,291.01122441576643
